iter	Passed	Remaining
446	2941	3639
447	2947	3632
448	2954	3625
449	2959	3617
450	2965	3609
451	2971	3602
452	2976	3594
453	2984	3588
454	2989	3580
455	2995	3573
456	3002	3567
457	3007	3559
458	3016	3555
459	3023	3549
460	3030	3543
461	3039	3539
462	3048	3535
463	3055	3529
464	3062	3523
465	3069	3517
466	3076	3511
467	3084	3506
468	3091	3500
469	3099	3494
470	3105	3488
471	3113	3482
472	3120	3476
473	3128	3471
474	3134	3464
475	3141	3457
476	3149	3452
477	3156	3446
478	3162	3440
479	3168	3432
480	3174	3425
481	3180	3418
482	3186	3410
483	3193	3404
484	3199	3397
485	3206	3391
486	3213	3384
487	3220	3378
488	3228	3373
489	3234	3366
490	3243	3361
491	3250	3356
492	3258	3350
493	3264	3343
494	3271	3337
495	3276	3329
496	3282	3322
497	3289	3316
498	3295	3308
499	3301	3301
500	3308	3294
501	3313	3287
502	3320	3281
503	3326	3273
504	3332	3266
505	3339	3260
506	3345	3252
507	3351	3246
508	3357	3238
509	3363	3231
510	3370	3224
511	3375	3217
512	3382	3211
513	3388	3204
514	3394	3197
515	3401	3190
516	3408	3184
517	3414	3177
518	3421	3170
519	3427	3163
520	3435	3158
521	3441	3151
522	3448	3144
523	3454	3137
524	3460	3130
525	3466	3124
526	3472	3116
527	3478	3109
528	3485	3102
529	3490	3095
530	3497	3089
531	3503	3081
532	3508	3074
533	3515	3067
534	3521	3060
535	3527	3053
536	3534	3047
537	3540	3039
538	3546	3033
539	3552	3025
540	3558	3018
541	3564	3012
542	3571	3005
543	3578	2999
544	3583	2991
545	3589	2984
546	3596	2978
547	3601	2970
548	3607	2963
549	3614	2957
550	3619	2949
551	3628	2944
552	3635	2938
553	3640	2931
554	3646	2924
555	3652	2916
556	3658	2910
557	3665	2903
558	3671	2896
559	3678	2890
560	3683	2882
561	3690	2876
562	3696	2868
563	3701	2861
564	3708	2855
565	3714	2848
566	3720	2841
567	3727	2834
568	3733	2828
569	3740	2821
570	3746	2814
571	3752	2808
572	3759	2801
573	3766	2795
574	3773	2789
575	3779	2782
576	3785	2775
577	3792	2768
578	3797	2761
579	3804	2755
580	3810	2747
581	3816	2741
582	3823	2734
583	3830	2728
584	3836	2721
585	3843	2715
586	3850	2708
587	3857	2702
588	3864	2696
589	3872	2690
590	3878	2683
591	3886	2678
592	3893	2672
593	3902	2667
594	3909	2661
595	3917	2655
596	3924	2649
597	3932	2643
598	3939	2637
599	3946	2631
600	3954	2625
601	3962	2619
602	3970	2614
603	3978	2608
604	3986	2602
605	3993	2596
606	4002	2591
607	4009	2584
608	4017	2579
609	4024	2573
610	4034	2568
611	4042	2562
612	4050	2557
613	4057	2550
614	4066	2545
615	4074	2539
616	4083	2534
617	4090	2528
618	4099	2523
619	4107	2517
620	4116	2512
621	4122	2505
622	4129	2499
623	4136	2492
624	4144	2486
625	4150	2479
626	4157	2473
627	4166	2468
628	4175	2462
629	4183	2456
630	4190	2450
631	4198	2444
632	4205	2438
633	4213	2432
634	4220	2426
635	4227	2419
636	4234	2413
637	4242	2407
638	4249	2400
639	4257	2394
640	4264	2388
641	4271	2381
642	4280	2376
643	4288	2370
644	4295	2364
645	4303	2358
646	4311	2352
647	4318	2345
648	4324	2338
649	4331	2332
650	4339	2326
651	4346	2319
652	4353	2313
653	4360	2306
654	4368	2300
655	4375	2294
656	4381	2287
657	4388	2281
658	4395	2274
659	4405	2269
660	4411	2262
661	4417	2255
662	4423	2248
663	4428	2241
664	4436	2235
665	4443	2228
666	4450	2221
667	4456	2214
668	4462	2207
669	4469	2201
670	4475	2194
671	4482	2188
672	4490	2182
673	4498	2176
674	4507	2170
675	4515	2164
676	4522	2157
677	4529	2151
678	4537	2144
679	4544	2138
680	4552	2132
681	4559	2126
682	4567	2119
683	4574	2113
684	4582	2107
685	4590	2101
686	4598	2094
687	4604	2088
688	4611	2081
689	4618	2074
690	4625	2068
691	4631	2061
692	4637	2054
693	4644	2047
694	4650	2040
695	4656	2033
696	4663	2027
697	4669	2020
698	4676	2013
699	4681	2006
700	4687	1999
701	4695	1993
702	4701	1986
703	4708	1979
704	4713	1972
705	4719	1965
706	4727	1959
707	4734	1952
708	4741	1946
709	4748	1939
710	4755	1932
711	4761	1925
712	4767	1919
713	4775	1912
714	4781	1905
715	4787	1899
716	4795	1892
717	4801	1885
718	4807	1878
719	4813	1871
720	4820	1865
721	4827	1858
722	4834	1852
723	4840	1845
724	4846	1838
725	4853	1831
726	4860	1825
727	4866	1818
728	4873	1811
729	4879	1804
730	4886	1798
731	4893	1791
732	4899	1784
733	4905	1777
734	4912	1771
735	4919	1764
736	4925	1757
737	4932	1751
738	4938	1744
739	4944	1737
740	4951	1730
741	4957	1723
742	4964	1717
743	4970	1710
744	4976	1703
745	4983	1696
746	4989	1689
747	4995	1683
748	5001	1676
749	5007	1669
750	5014	1662
751	5019	1655
752	5026	1648
753	5035	1642
754	5044	1636
755	5051	1630
756	5059	1623
757	5067	1617
758	5076	1611
759	5085	1605
760	5092	1599
761	5099	1592
762	5107	1586
763	5115	1580
764	5122	1573
765	5130	1567
766	5136	1560
767	5144	1554
768	5175	1554
769	5200	1553
770	5208	1546
771	5228	1544
772	5236	1537
773	5244	1531
774	5251	1524
775	5260	1518
776	5267	1511
777	5276	1505
778	5283	1498
779	5290	1492
780	5297	1485
781	5304	1478
782	5312	1472
783	5319	1465
784	5326	1458
785	5332	1451
786	5340	1445
787	5347	1438
788	5357	1432
789	5364	1425
790	5372	1419
791	5380	1412
792	5386	1405
793	5392	1398
794	5397	1391
795	5404	1385
796	5411	1378
797	5417	1371
798	5423	1364
799	5429	1357
800	5436	1350
801	5441	1343
802	5447	1336
803	5454	1329
804	5460	1322
805	5466	1315
806	5472	1308
807	5478	1301
808	5486	1295
809	5492	1288
810	5499	1281
811	5505	1274
812	5510	1267
813	5517	1260
814	5524	1254
815	5531	1247
816	5537	1240
817	5542	1233
818	5549	1226
819	5555	1219
820	5561	1212
821	5568	1205
822	5573	1198
823	5579	1191
824	5585	1184
825	5591	1177
826	5598	1171
827	5605	1164
828	5612	1157
829	5619	1151
830	5627	1144
831	5638	1138
832	5646	1132
833	5653	1125
834	5661	1118
835	5667	1111
836	5674	1105
837	5681	1098
838	5687	1091
839	5695	1084
840	5702	1078
841	5709	1071
842	5715	1064
843	5721	1057
844	5728	1050
845	5734	1043
846	5742	1037
847	5747	1030
848	5753	1023
849	5760	1016
850	5766	1009
851	5772	1002
852	5777	995
853	5783	988
854	5790	981
855	5795	975
856	5801	968
857	5810	961
858	5822	955
859	5833	949
860	5842	943
861	5848	936
862	5855	929
863	5860	922
864	5866	915
865	5872	908
866	5878	901
867	5884	894
868	5891	888
869	5897	881
870	5904	874
871	5909	867
872	5915	860
873	5922	853
874	5928	846
875	5934	840
876	5941	833
877	5947	826
878	5954	819
879	5960	812
880	5966	805
881	5971	798
882	5977	792
883	5984	785
884	5990	778
885	5999	771
886	6006	765
887	6014	758
888	6020	751
889	6026	744
890	6033	738
891	6040	731
892	6046	724
893	6053	717
894	6058	710
895	6064	703
896	6070	697
897	6076	690
898	6082	683
899	6088	676
900	6094	669
901	6100	662
902	6106	655
903	6113	649
904	6119	642
905	6126	635
906	6134	629
907	6142	622
908	6149	615
909	6155	608
910	6161	601
911	6166	595
912	6172	588
913	6179	581
914	6184	574
915	6191	567
916	6197	560
917	6203	554
918	6210	547
919	6215	540
920	6221	533
921	6228	526
922	6234	520
923	6240	513
924	6248	506
925	6253	499
926	6259	492
927	6265	486
928	6271	479
929	6277	472
930	6283	465
931	6290	458
932	6295	452
933	6301	445
934	6308	438
935	6313	431
936	6320	424
937	6326	418
938	6332	411
939	6339	404
940	6346	397
941	6352	391
942	6359	384
943	6364	377
944	6371	370
945	6378	364
946	6387	357
947	6395	350
948	6402	344
949	6408	337
950	6414	330
951	6421	323
952	6426	316
953	6432	310
954	6439	303
955	6445	296
956	6451	289
957	6457	283
958	6463	276
959	6470	269
960	6476	262
961	6482	256
962	6488	249
963	6495	242
964	6502	235
965	6507	229
966	6514	222
967	6520	215
968	6525	208
969	6532	202
970	6538	195
971	6544	188
972	6550	181
973	6556	175
974	6562	168
975	6568	161
976	6574	154
977	6581	148
978	6587	141
979	6593	134
980	6599	127
981	6605	121
982	6611	114
983	6618	107
984	6624	100
985	6631	94
986	6636	87
987	6642	80
988	6648	73
989	6654	67
990	6659	60
991	6666	53
992	6672	47
993	6680	40
994	6686	33
995	6694	26
996	6702	20
997	6711	13
998	6719	6
999	6726	0
